edad,estado_civil,lugar_residencia,calificaciones,asistencia_a_clases,semestre_actual,reprobacion_asignaturas,horas_estudio_semanales,nivel_socioeconomico,ingreso_familiar_mensual,apoyo_financiero,empleo_parcial_o_tiempo_completo,red_apoyo_social,participacion_extracurricular,relaciones_interpersonales,problemas_emocionales,adaptacion_entorno_escolar,personalidad,autoeficacia_academica,horas_sueno,condiciones_salud,problemas_familiares,dependientes_en_hogar,tipo_institucion,distancia_centro_estudios,acceso_servicios_basicos,desercion
1.3920968910624423,Casado,Local,0.16670517064744914,0.2323561929022515,-2.133272413097366,-1.2834926936071709,-0.881599039110282,Medio,1.254848449479839,No,No,Moderado,Media,Regulares,No,Mala,Extrovertido,Media,0.29773911730159947,Mala,No,-1.294787912448938,Privada,-1.2931621353160192,Si,Si
0.9449948577047719,Union libre,Foráneo,0.6696082022506833,0.15772518085681855,-0.3425326935542142,1.28067211232065,0.7478401837903911,Bajo,0.6720074636403193,No,No,Moderado,Media,Conflictivas,Si,Regular,Extrovertido,Baja,-0.7289474940832248,Regular,Si,-1.294787912448938,Publica,0.06899694188961589,Si,No
-1.2905153090835801,Union libre,Local,0.09486188041841587,0.08309416881138502,-1.7751244691887356,0.6396309108386947,0.3857425787013526,Medio,0.5349161252869737,Si,No,Debil,Media,Buenas,Si,Buena,Introvertido,Alta,-0.2156041883908127,Mala,Si,1.845157553767325,Publica,-0.21777339015367542,No,Si
1.3920968910624423,Soltero,Foráneo,0.16670517064744914,0.2323561929022515,-0.3425326935542142,-0.6424514921252157,-0.881599039110282,Medio,-0.6291434636896599,No,No,Fuerte,Baja,Conflictivas,Si,Buena,Extrovertido,Media,0.811082422994012,Buena,Si,1.2171684605240722,Publica,-0.57623630520779,Si,Si
0.49789282434710136,Soltero,Foráneo,1.4598843947700504,1.0532973254020168,0.3737631942630465,0.6396309108386947,-1.9678918543773976,Medio,-0.9686270441682109,Si,Si,Moderado,Baja,Regulares,No,Mala,Extrovertido,Media,-0.2156041883908127,Buena,No,-0.03880972596243292,Privada,-1.0780843862835505,Si,No
-2.1847193757989207,Soltero,Local,0.38223504133454955,-1.3348950600518457,-1.7751244691887356,-1.2834926936071709,-1.7868430518328782,Medio,-0.6135280301789977,No,No,Fuerte,Baja,Buenas,No,Buena,Introvertido,Alta,0.29773911730159947,Buena,Si,-0.03880972596243292,Publica,0.9293079380194911,No,Si
-0.39631124236823934,Soltero,Local,-0.04882470003965098,-2.0812051805061778,0.7319111381716769,-0.0014102906432604308,0.20469377615683335,Medio,-1.1894738895332901,Si,No,Moderado,Baja,Buenas,Si,Buena,Introvertido,Baja,-0.7289474940832248,Regular,No,-0.03880972596243292,Publica,-0.3611585561753214,No,Si
-0.39631124236823934,Soltero,Local,-0.2643545707267514,-0.21542987937034763,1.8063549698975678,-0.6424514921252157,-1.7868430518328782,Medio,0.07314544861453537,Si,No,Debil,Media,Conflictivas,Si,Buena,Extrovertido,Alta,-1.2422907997756374,Mala,No,1.2171684605240722,Publica,-0.5045437221969673,Si,No
-1.2905153090835801,Union libre,Local,-0.6235710218719184,0.008463156765952088,-1.7751244691887356,-0.0014102906432604308,-0.15740382893220514,Medio,-0.6613883198999883,No,No,Debil,Media,Conflictivas,Si,Regular,Introvertido,Media,0.29773911730159947,Regular,Si,2.4731466470105774,Publica,-0.5045437221969673,No,No
0.49789282434710136,Union libre,Foráneo,-1.413847214391286,-0.1407988673249144,1.4482070259889375,0.6396309108386947,0.3857425787013526,Medio,0.7170285836320985,Si,No,Debil,Alta,Conflictivas,Si,Mala,Introvertido,Alta,-0.7289474940832248,Regular,No,1.845157553767325,Privada,1.3594634360844289,No,Si
0.49789282434710136,Soltero,Local,0.38223504133454955,0.008463156765952088,-0.7006806374628445,0.6396309108386947,1.1099377888794295,Medio,-0.44378623993972216,Si,Si,Debil,Media,Regulares,No,Mala,Extrovertido,Alta,-0.2156041883908127,Regular,No,-0.6667988192056855,Publica,0.06899694188961589,Si,Si
-0.8434132757259095,Union libre,Foráneo,0.38223504133454955,0.08309416881138502,-0.3425326935542142,-0.6424514921252157,0.5667913812458718,Medio,-0.3584083502255821,No,No,Debil,Media,Regulares,No,Mala,Extrovertido,Alta,-0.7289474940832248,Buena,No,0.5891793672808197,Privada,1.216078270062783,No,No
-0.39631124236823934,Casado,Local,0.885138072937783,0.45624922903855153,0.3737631942630465,-1.2834926936071709,0.20469377615683335,Alto,0.15507577508606138,Si,No,Moderado,Alta,Conflictivas,No,Mala,Introvertido,Alta,-1.2422907997756374,Mala,Si,-0.6667988192056855,Publica,-0.14608080714285274,Si,Si
0.9449948577047719,Soltero,Foráneo,-0.19251128049771782,-0.5885849395975136,-1.0588285813714748,-0.0014102906432604308,0.5667913812458718,Medio,0.13682396968398922,No,Si,Debil,Media,Regulares,Si,Buena,Extrovertido,Alta,-1.2422907997756374,Mala,Si,-1.294787912448938,Publica,0.8576153550086684,No,No
2.2863009577777826,Casado,Local,1.4598843947700504,0.008463156765952088,0.015615250354416153,-1.924533895089126,-0.5195014340212436,Medio,0.7016159479592373,No,No,Debil,Media,Regulares,Si,Buena,Extrovertido,Media,-1.7556341054680495,Mala,Si,-0.6667988192056855,Privada,-2.511936046500009,Si,Si
1.3920968910624423,Soltero,Local,0.45407833156358285,-0.1407988673249144,-0.7006806374628445,-1.2834926936071709,-1.7868430518328782,Medio,-1.3436002462619034,No,Si,Moderado,Media,Conflictivas,No,Regular,Extrovertido,Baja,0.29773911730159947,Regular,Si,-1.922777005692191,Publica,-1.7950102163917798,Si,Si
0.49789282434710136,Soltero,Foráneo,1.0288246533958503,-1.2602640480064125,0.7319111381716769,1.28067211232065,-0.15740382893220514,Medio,-1.5068525056915536,No,Si,Debil,Media,Buenas,No,Buena,Extrovertido,Alta,0.29773911730159947,Regular,Si,-1.294787912448938,Privada,-0.7913140542402589,Si,Si
0.49789282434710136,Union libre,Local,1.1725112338539168,0.2323561929022515,-1.0588285813714748,-1.2834926936071709,-0.3384526314767244,Medio,0.09545321077262417,Si,No,Debil,Media,Regulares,Si,Buena,Introvertido,Alta,0.811082422994012,Mala,Si,1.2171684605240722,Publica,-2.7270137955324776,Si,Si
0.49789282434710136,Soltero,Local,1.316197814311984,-0.5885849395975136,-1.7751244691887356,-0.0014102906432604308,-0.881599039110282,Bajo,-0.857291031215568,Si,No,Debil,Baja,Regulares,No,Regular,Extrovertido,Alta,-0.2156041883908127,Regular,No,0.5891793672808197,Publica,-1.3648547183268422,Si,No
-0.39631124236823934,Soltero,Local,0.09486188041841587,-0.21542987937034763,0.015615250354416153,-0.6424514921252157,-0.5195014340212436,Medio,0.22483823128953928,No,No,Moderado,Media,Regulares,Si,Buena,Introvertido,Media,-0.7289474940832248,Buena,Si,0.5891793672808197,Publica,1.0010005210303143,No,Si
0.9449948577047719,Soltero,Foráneo,-0.04882470003965098,-0.43932291550664704,2.5226508577148286,1.9217133138026052,-2.5110382620109553,Bajo,-1.8497836494127184,Si,No,Debil,Media,Conflictivas,Si,Regular,Introvertido,Baja,-1.7556341054680495,Regular,Si,-0.03880972596243292,Privada,1.216078270062783,Si,No
-0.39631124236823934,Union libre,Local,-1.413847214391286,1.5010833976746163,0.015615250354416153,-0.0014102906432604308,0.9288889863349102,Bajo,-0.052386412984164264,Si,No,Debil,Media,Conflictivas,Si,Regular,Extrovertido,Media,2.8644556457636607,Regular,No,1.2171684605240722,Publica,0.21238210791126186,No,No
-0.39631124236823934,Soltero,Local,0.38223504133454955,0.605511253129418,-0.7006806374628445,-0.6424514921252157,-0.15740382893220514,Medio,0.6458465425640152,No,Si,Debil,Alta,Regulares,Si,Regular,Extrovertido,Media,-0.7289474940832248,Regular,Si,-0.03880972596243292,Privada,0.3557672739329078,Si,Si
0.9449948577047719,Casado,Local,2.1783172970603846,2.247393518128948,0.7319111381716769,1.28067211232065,1.6530841965129872,Medio,-0.01426041947761242,No,No,Fuerte,Media,Regulares,No,Regular,Extrovertido,Baja,1.8377690343788369,Mala,No,-0.03880972596243292,Publica,0.6425376059761998,Si,No
-0.8434132757259095,Union libre,Local,-0.40804115118481793,0.605511253129418,-0.3425326935542142,-1.2834926936071709,-1.2436966441993205,Medio,-0.09274318270652468,No,No,Debil,Media,Regulares,Si,Buena,Introvertido,Alta,-0.2156041883908127,Regular,Si,-1.294787912448938,Publica,1.2877708530736056,Si,Si
-1.7376173424412502,Union libre,Foráneo,1.1006679436248834,-1.3348950600518457,0.3737631942630465,-0.0014102906432604308,-2.1489406569219165,Bajo,0.14554427670942388,Si,No,Debil,Alta,Buenas,No,Regular,Extrovertido,Baja,0.811082422994012,Regular,No,-0.03880972596243292,Publica,-0.14608080714285274,No,Si
0.05079079098943087,Soltero,Foráneo,1.0288246533958503,0.8294042892657174,-1.4169765252801052,-0.6424514921252157,-0.3384526314767244,Medio,0.7581965447056621,Si,No,Debil,Media,Conflictivas,Si,Buena,Introvertido,Alta,-1.2422907997756374,Mala,Si,0.5891793672808197,Publica,0.7859227719978451,Si,No
