edad,estado_civil,lugar_residencia,calificaciones,asistencia_a_clases,semestre_actual,reprobacion_asignaturas,horas_estudio_semanales,nivel_socioeconomico,ingreso_familiar_mensual,apoyo_financiero,empleo_parcial_o_tiempo_completo,red_apoyo_social,participacion_extracurricular,relaciones_interpersonales,problemas_emocionales,adaptacion_entorno_escolar,personalidad,autoeficacia_academica,horas_sueno,condiciones_salud,problemas_familiares,dependientes_en_hogar,tipo_institucion,distancia_centro_estudios,acceso_servicios_basicos,desercion
0.8181818181818182,Casado,Local,0.5333333333333333,0.5416666666666666,0.125,0.25,0.34375,Medio,0.720936093609361,No,No,Moderado,Media,Regulares,No,Mala,Extrovertido,Media,0.5454545454545454,Mala,No,0.25,Privada,0.275,Si,Si
0.7272727272727273,Union libre,Foráneo,0.6266666666666667,0.5277777777777778,0.4375,0.75,0.625,Bajo,0.6174617461746175,No,No,Moderado,Media,Conflictivas,Si,Regular,Extrovertido,Baja,0.36363636363636365,Regular,Si,0.25,Publica,0.5125,Si,No
0.2727272727272727,Union libre,Local,0.52,0.5138888888888888,0.1875,0.625,0.5625,Medio,0.5931233123312332,Si,No,Debil,Media,Buenas,Si,Buena,Introvertido,Alta,0.45454545454545453,Mala,Si,0.875,Publica,0.4625,No,Si
0.8181818181818182,Soltero,Foráneo,0.5333333333333333,0.5416666666666666,0.4375,0.375,0.34375,Medio,0.38646264626462645,No,No,Fuerte,Baja,Conflictivas,Si,Buena,Extrovertido,Media,0.6363636363636364,Buena,Si,0.75,Publica,0.4,Si,Si
0.6363636363636364,Soltero,Foráneo,0.7733333333333333,0.6944444444444444,0.5625,0.625,0.15625,Medio,0.3261926192619262,Si,Si,Moderado,Baja,Regulares,No,Mala,Extrovertido,Media,0.45454545454545453,Buena,No,0.5,Privada,0.3125,Si,No
0.09090909090909091,Soltero,Local,0.5733333333333334,0.25,0.1875,0.25,0.1875,Medio,0.3892349234923492,No,No,Fuerte,Baja,Buenas,No,Buena,Introvertido,Alta,0.5454545454545454,Buena,Si,0.5,Publica,0.6625,No,Si
0.45454545454545453,Soltero,Local,0.49333333333333335,0.1111111111111111,0.625,0.5,0.53125,Medio,0.286984698469847,Si,No,Moderado,Baja,Buenas,Si,Buena,Introvertido,Baja,0.36363636363636365,Regular,No,0.5,Publica,0.4375,No,Si
0.45454545454545453,Soltero,Local,0.4533333333333333,0.4583333333333333,0.8125,0.375,0.1875,Medio,0.5111431143114311,Si,No,Debil,Media,Conflictivas,Si,Buena,Extrovertido,Alta,0.2727272727272727,Mala,No,0.75,Publica,0.4125,Si,No
0.2727272727272727,Union libre,Local,0.38666666666666666,0.5,0.1875,0.5,0.46875,Medio,0.38073807380738073,No,No,Debil,Media,Conflictivas,Si,Regular,Introvertido,Media,0.5454545454545454,Regular,Si,1.0,Publica,0.4125,No,No
0.6363636363636364,Union libre,Foráneo,0.24,0.4722222222222222,0.75,0.625,0.5625,Medio,0.6254545454545455,Si,No,Debil,Alta,Conflictivas,Si,Mala,Introvertido,Alta,0.36363636363636365,Regular,No,0.875,Privada,0.7375,No,Si
0.6363636363636364,Soltero,Local,0.5733333333333334,0.5,0.375,0.625,0.6875,Medio,0.41936993699369934,Si,Si,Debil,Media,Regulares,No,Mala,Extrovertido,Alta,0.45454545454545453,Regular,No,0.375,Publica,0.5125,Si,Si
0.36363636363636365,Union libre,Foráneo,0.5733333333333334,0.5138888888888888,0.4375,0.375,0.59375,Medio,0.43452745274527454,No,No,Debil,Media,Regulares,No,Mala,Extrovertido,Alta,0.36363636363636365,Buena,No,0.625,Privada,0.7125,No,No
0.45454545454545453,Casado,Local,0.6666666666666666,0.5833333333333334,0.5625,0.25,0.53125,Alto,0.5256885688568856,Si,No,Moderado,Alta,Conflictivas,No,Mala,Introvertido,Alta,0.2727272727272727,Mala,Si,0.375,Publica,0.475,Si,Si
0.7272727272727273,Soltero,Foráneo,0.4666666666666667,0.3888888888888889,0.3125,0.5,0.59375,Medio,0.5224482448244825,No,Si,Debil,Media,Regulares,Si,Buena,Extrovertido,Alta,0.2727272727272727,Mala,Si,0.25,Publica,0.65,No,No
1.0,Casado,Local,0.7733333333333333,0.5,0.5,0.125,0.40625,Medio,0.6227182718271828,No,No,Debil,Media,Regulares,Si,Buena,Extrovertido,Media,0.18181818181818182,Mala,Si,0.375,Privada,0.0625,Si,Si
0.8181818181818182,Soltero,Local,0.5866666666666667,0.4722222222222222,0.375,0.25,0.1875,Medio,0.25962196219621964,No,Si,Moderado,Media,Conflictivas,No,Regular,Extrovertido,Baja,0.5454545454545454,Regular,Si,0.125,Publica,0.1875,Si,Si
0.6363636363636364,Soltero,Foráneo,0.6933333333333334,0.2638888888888889,0.625,0.75,0.46875,Medio,0.23063906390639063,No,Si,Debil,Media,Buenas,No,Buena,Extrovertido,Alta,0.5454545454545454,Regular,Si,0.25,Privada,0.3625,Si,Si
0.6363636363636364,Union libre,Local,0.72,0.5416666666666666,0.3125,0.25,0.4375,Medio,0.5151035103510351,Si,No,Debil,Media,Regulares,Si,Buena,Introvertido,Alta,0.6363636363636364,Mala,Si,0.75,Publica,0.025,Si,Si
0.6363636363636364,Soltero,Local,0.7466666666666667,0.3888888888888889,0.1875,0.5,0.34375,Bajo,0.34595859585958594,Si,No,Debil,Baja,Regulares,No,Regular,Extrovertido,Alta,0.45454545454545453,Regular,No,0.625,Publica,0.2625,Si,No
0.45454545454545453,Soltero,Local,0.52,0.4583333333333333,0.5,0.375,0.40625,Medio,0.5380738073807381,No,No,Moderado,Media,Regulares,Si,Buena,Introvertido,Media,0.36363636363636365,Buena,Si,0.625,Publica,0.675,No,Si
0.7272727272727273,Soltero,Foráneo,0.49333333333333335,0.4166666666666667,0.9375,0.875,0.0625,Bajo,0.16975697569756976,Si,No,Debil,Media,Conflictivas,Si,Regular,Introvertido,Baja,0.18181818181818182,Regular,Si,0.5,Privada,0.7125,Si,No
0.45454545454545453,Union libre,Local,0.24,0.7777777777777778,0.5,0.5,0.65625,Bajo,0.48885688568856883,Si,No,Debil,Media,Conflictivas,Si,Regular,Extrovertido,Media,1.0,Regular,No,0.75,Publica,0.5375,No,No
